00:35,18:21,18:56,C,,,112
00:49,18:31,19:20,C,,,112
01:19,19:11,20:30,C,,,112
00:53,19:42,20:35,C,,,112
01:10,19:50,21:00,C,,,112
01:02,19:58,21:00,C,,,112
00:35,20:33,21:08,C,,,112
00:40,20:35,21:15,C,,,112
00:50,21:20,22:10,C,,,112
08:40,22:15,06:55,C,,,112
08:47,22:18,07:05,C,,,112
08:18,23:02,07:20,C,,,112
07:52,23:58,07:50,C,,,112
01:45,12:05,13:50,C,,,125
01:00,22:59,23:59,C,,,125
02:25,16:15,18:40,E,1,1,321
01:30,02:50,04:20,E,,1,218
01:35,14:00,15:35,E,1,,218
02:00,13:00,15:00,E,1,,212
09:25,21:50,07:15,C,,,99
00:48,10:12,11:00,C,,,124
00:50,10:55,11:45,C,,,124
01:00,14:30,15:30,C,,,124
00:54,17:01,17:55,C,,,124
09:35,22:55,08:30,C,,,124
00:59,05:06,06:05,C,,,134
01:12,12:13,13:25,C,,,134
01:07,20:18,21:25,C,,,134
01:09,22:21,23:30,C,,,99
01:16,23:04,00:20,C,,,168
01:01,16:14,17:15,C,,,138
02:10,20:25,22:35,C,,,138
10:24,21:36,08:00,C,,,138
01:55,20:35,22:30,C,,,106
00:46,14:18,15:04,C,,,102
00:47,16:13,17:00,C,,,102
01:01,13:59,15:00,C,,,123
11:29,18:31,06:00,C,,,123
00:52,10:02,10:54,C,,,148
00:50,10:10,11:00,C,,,148
01:19,11:11,12:30,C,,,148
00:53,12:12,13:05,C,,,148
01:15,12:15,13:30,C,,,148
02:16,20:54,23:10,C,,,148
07:53,22:17,06:10,C,,,148
07:57,22:38,06:35,C,,,148
09:23,22:50,08:13,C,,,148
09:29,22:01,07:30,D,,,156
01:05,11:01,12:06,D,,,230
14:19,18:31,08:50,D,,,230
01:49,20:51,22:40,D,,,168
00:35,09:06,09:41,C,,,56
00:35,18:32,19:07,C,,,56
00:30,10:51,11:21,C,,,40
00:25,17:36,18:01,C,,,40
11:14,20:06,07:20,C,,,120
00:40,10:15,10:55,C,,,91
00:40,08:45,09:25,C,,,106
00:40,14:00,14:40,C,,,106
00:40,19:35,20:15,C,,,106
07:25,22:55,06:20,C,,,106
01:20,04:05,05:25,D,,,0
11:00,21:45,08:45,D,,,184
11:10,22:50,10:00,D,,,184
00:40,12:10,12:50,C,,,99
05:39,02:21,08:00,C,,,120
00:47,10:28,11:15,C,,,120
00:51,13:24,14:15,C,,,120
00:41,13:57,14:38,C,,,120
00:50,16:32,17:22,C,,,120
00:40,19:05,19:45,C,,,120
06:50,22:40,05:30,C,,,120
00:41,16:21,17:02,C,,,107
09:10,23:05,08:15,C,,,107
06:22,00:38,07:00,C,,,69
02:00,12:05,14:05,E,1,1,241
10:47,21:43,08:30,C,,,99
01:18,11:12,12:30,C,,,118
01:51,12:32,14:23,C,,,118
01:21,16:04,17:25,C,,,118
01:04,16:51,17:55,C,,,118
06:10,08:35,14:45,E,1,1,214
01:55,11:30,13:25,E,1,1,214
03:39,05:21,09:00,C,,,179
01:19,09:01,10:20,C,,,179
01:20,11:00,12:20,C,,,179
01:31,13:24,14:55,C,,,179
03:33,19:02,22:35,C,,,179
03:40,21:20,01:00,C,,,179
09:44,23:16,09:00,C,,,179
01:22,11:13,12:35,C,,,148
01:03,14:02,15:05,C,,,148
01:04,15:11,16:15,C,,,148
12:57,17:32,06:29,C,,,148
10:21,20:44,07:05,C,,,148
10:55,21:45,08:40,D,,,216
02:05,16:50,18:55,E,1,1,209
01:35,14:40,16:15,D,1,1,184
00:50,15:50,16:40,C,,,130
00:44,23:15,23:59,C,,,130
05:49,00:16,06:05,C,,,96
05:28,00:37,06:05,C,,,96
01:14,05:11,06:25,C,,,96
01:19,11:11,12:30,C,,,96
00:55,14:17,15:12,C,,,96
00:52,14:22,15:14,C,,,96
00:52,20:23,21:15,C,,,96
00:53,21:27,22:20,C,,,96
07:06,22:54,06:00,C,,,96
00:57,18:33,19:30,C,,,118
01:47,08:08,09:55,C,,,98
00:56,09:09,10:05,C,,,98
00:45,12:45,13:30,C,,,98
00:59,15:41,16:40,C,,,98
00:52,16:41,17:33,C,,,98
00:48,17:46,18:34,C,,,98
10:53,19:07,06:00,C,,,98
09:00,22:20,07:20,C,,,98
01:23,10:22,11:45,C,,,86
00:45,13:38,14:23,C,,,86
00:48,14:48,15:36,C,,,86
10:01,21:29,07:30,C,,,86
01:02,10:13,11:15,C,,,146
01:01,10:27,11:28,C,,,146
01:03,10:57,12:00,C,,,146
01:05,12:34,13:39,C,,,146
01:00,13:00,14:00,C,,,146
01:00,14:48,15:48,C,,,146
01:28,16:32,18:00,C,,,146
01:19,17:41,19:00,C,,,146
11:15,18:55,06:10,C,,,146
10:04,21:41,07:45,C,,,146
09:57,22:43,08:40,C,,,146
04:05,19:15,23:20,D,,,170
11:48,19:37,07:25,D,,,170
02:45,10:05,12:50,E,1,1,214
00:44,06:01,06:45,B,,,24
01:27,06:43,08:10,B,,1,24
01:41,07:29,09:10,B,,,24
01:11,08:34,09:45,B,,,24
01:04,10:11,11:15,B,1,,24
00:23,11:36,11:59,B,,1,24
00:45,11:39,12:24,B,,,24
00:26,13:24,13:50,B,,,24
00:20,14:00,14:20,B,1,,24
00:52,14:58,15:50,B,,,24
00:20,15:54,16:14,B,,1,24
00:48,17:17,18:05,B,,,24
00:35,18:15,18:50,B,1,,24
01:32,18:28,20:00,B,,,24
01:23,20:02,21:25,B,,,24
00:22,21:18,21:40,B,,,24
01:15,10:00,11:15,C,,,135
01:15,12:40,13:55,C,,,135
02:30,19:10,21:40,C,,,135
02:07,20:13,22:20,C,,,135
01:49,21:11,23:00,C,,,135
09:09,21:56,07:05,C,,,135
00:50,08:05,08:55,C,,,110
00:30,08:30,09:00,C,,,110
01:30,08:35,10:05,C,,,110
01:05,09:35,10:40,C,,,110
01:05,10:15,11:20,C,,,110
00:55,10:50,11:45,C,,,110
00:35,11:15,11:50,C,,,110
00:30,11:25,11:55,C,,,110
01:05,11:30,12:35,C,,,110
00:40,12:05,12:45,C,,,110
01:35,12:15,13:50,C,,,110
01:40,13:25,15:05,C,,,110
00:35,14:35,15:10,C,,,110
01:05,14:40,15:45,C,,,110
00:50,15:15,16:05,C,,,110
01:35,15:40,17:15,C,,,110
01:00,16:50,17:50,C,,,110
00:45,17:20,18:05,C,,,110
01:20,17:35,18:55,C,,,110
00:40,18:25,19:05,C,,,110
00:40,18:35,19:15,C,,,110
01:15,18:50,20:05,C,,,110
00:40,19:40,20:20,C,,,110
10:05,19:55,06:00,C,,,110
09:20,21:20,06:40,C,,,110
09:20,21:40,07:00,C,,,110
09:30,22:10,07:40,C,,,110
09:20,23:10,08:30,C,,,110
00:30,09:25,09:55,C,,,110
00:30,10:25,10:55,C,,,110
00:30,12:00,12:30,C,,,110
00:30,12:35,13:05,C,,,110
00:25,13:00,13:25,C,,,110
00:30,14:45,15:15,C,,,110
00:30,16:30,17:00,C,,,110
00:25,16:45,17:10,C,,,110
09:40,20:40,06:20,C,,,110
10:20,21:00,07:20,C,,,110
